unit,sex,age,region,year,value
YR,F,Y1,EL,1982,78.3
YR,F,Y1,ES,1982,79.2
YR,F,Y1,FI,1982,78.2
YR,F,Y1,HU,1982,73.6
YR,F,Y1,IS,1982,79.1
YR,F,Y1,LT,1982,75.8
YR,F,Y1,LU,1982,76.3
YR,F,Y1,NO,1982,79.3
YR,F,Y1,PT,1982,76.3
YR,F,Y1,RO,1982,73.3
YR,F,Y1,SE,1982,79.1
YR,F,Y1,SI,1982,75.2
YR,F,Y1,SK,1982,75.1
YR,F,Y1,AT,1981,76.3
YR,F,Y1,BE,1981,76.8
YR,F,Y1,BG,1981,74.6
YR,F,Y1,CH,1981,78.8
YR,F,Y1,CZ,1981,74.4
YR,F,Y1,DE_TOT,1981,76.2
YR,F,Y1,DK,1981,77.0
YR,F,Y1,EE,1981,74.3
YR,F,Y1,EL,1981,78.0
YR,F,Y1,ES,1981,78.6
YR,F,Y1,FI,1981,77.7
YR,F,Y1,HU,1981,73.3
YR,F,Y1,IS,1981,79.2
YR,F,Y1,LT,1981,75.5
YR,F,Y1,LU,1981,76.0
YR,F,Y1,MT,1981,73.4
YR,F,Y1,NO,1981,78.9
YR,F,Y1,PT,1981,75.8
YR,F,Y1,RO,1981,73.2
YR,F,Y1,SE,1981,78.8
YR,F,Y1,SK,1981,75.0
YR,F,Y1,AT,1980,76.1
YR,F,Y1,BE,1980,76.5
YR,F,Y1,BG,1980,74.1
YR,F,Y1,CH,1980,78.6
YR,F,Y1,CZ,1980,74.0
YR,F,Y1,DE_TOT,1980,76.1
YR,F,Y1,DK,1980,76.9
YR,F,Y1,EE,1980,74.4
YR,F,Y1,EL,1980,77.8
YR,F,Y1,ES,1980,78.4
YR,F,Y1,FI,1980,77.5
YR,F,Y1,HU,1980,73.3
YR,F,Y1,IS,1980,79.7
YR,F,Y1,LT,1980,75.4
YR,F,Y1,LU,1980,75.6
YR,F,Y1,MT,1980,72.6
YR,F,Y1,NO,1980,78.9
YR,F,Y1,PT,1980,75.6
YR,F,Y1,RO,1980,72.7
YR,F,Y1,SE,1980,78.4
YR,F,Y1,SK,1980,74.7
YR,F,Y1,AT,1979,76.1
YR,F,Y1,BE,1979,76.5
YR,F,Y1,BG,1979,74.3
YR,F,Y1,CH,1979,78.5
YR,F,Y1,CZ,1979,74.4
YR,F,Y1,DE_TOT,1979,75.9
YR,F,Y1,DK,1979,77.1
YR,F,Y1,EE,1979,74.3
YR,F,Y1,EL,1979,78.1
YR,F,Y1,ES,1979,78.0
YR,F,Y1,HU,1979,73.7
YR,F,Y1,LT,1979,75.5
YR,F,Y1,LU,1979,76.1
YR,F,Y1,MT,1979,73.3
YR,F,Y1,NO,1979,78.5
YR,F,Y1,PT,1979,75.4
YR,F,Y1,RO,1979,73.2
YR,F,Y1,SE,1979,78.4
YR,F,Y1,SK,1979,75.0
YR,F,Y1,AT,1978,75.7
YR,F,Y1,BE,1978,76.0
YR,F,Y1,BG,1978,74.1
YR,F,Y1,CH,1978,78.3
YR,F,Y1,CZ,1978,74.4
YR,F,Y1,DE_TOT,1978,75.6
YR,F,Y1,DK,1978,77.2
YR,F,Y1,EE,1978,74.5
YR,F,Y1,EL,1978,77.9
YR,F,Y1,ES,1978,77.4
YR,F,Y1,HU,1978,73.3
YR,F,Y1,IS,1978,79.5
YR,F,Y1,LT,1978,75.4
YR,F,Y1,LU,1978,75.5
YR,F,Y1,MT,1978,72.2
YR,F,Y1,NO,1978,78.4
YR,F,Y1,PT,1978,74.8
YR,F,Y1,RO,1978,73.4
YR,F,Y1,SE,1978,78.3
YR,F,Y1,SK,1978,74.6
YR,F,Y1,AT,1977,75.6
YR,F,Y1,BE,1977,76.1
YR,F,Y1,BG,1977,73.9
YR,F,Y1,CH,1977,78.5
YR,F,Y1,CZ,1977,74.4
YR,F,Y1,DE_TOT,1977,75.7
YR,F,Y1,DK,1977,77.4
YR,F,Y1,EE,1977,74.6
YR,F,Y1,EL,1977,77.3
YR,F,Y1,ES,1977,77.2
YR,F,Y1,HU,1977,73.8
YR,F,Y1,IS,1977,79.3
YR,F,Y1,LT,1977,75.5
YR,F,Y1,LU,1977,75.7
YR,F,Y1,MT,1977,73.6
YR,F,Y1,NO,1977,78.4
YR,F,Y1,PT,1977,74.6
YR,F,Y1,RO,1977,73.2
YR,F,Y1,SE,1977,78.2
YR,F,Y1,SK,1977,74.7
YR,F,Y1,AT,1976,75.3
YR,F,Y1,BE,1976,75.5
YR,F,Y1,BG,1976,74.3
YR,F,Y1,CH,1976,78.0
YR,F,Y1,CZ,1976,74.5
YR,F,Y1,DE_TOT,1976,75.1
YR,F,Y1,DK,1976,76.4
YR,F,Y1,EE,1976,74.4
YR,F,Y1,EL,1976,77.3
YR,F,Y1,ES,1976,76.8
YR,F,Y1,HU,1976,73.5
YR,F,Y1,IS,1976,80.0
YR,F,Y1,LT,1976,75.9
YR,F,Y1,LU,1976,74.4
YR,F,Y1,NO,1976,78.0
YR,F,Y1,PT,1976,73.8
YR,F,Y1,RO,1976,73.3
YR,F,Y1,SE,1976,77.6
YR,F,Y1,SK,1976,74.7
YR,F,Y1,AT,1975,75.1
YR,F,Y1,BE,1975,75.3
YR,F,Y1,BG,1975,73.9
YR,F,Y1,CH,1975,77.8
YR,F,Y1,CZ,1975,74.3
YR,F,Y1,DE_TOT,1975,74.8
YR,F,Y1,DK,1975,76.8
YR,F,Y1,EE,1975,74.8
YR,F,Y1,EL,1975,77.3
YR,F,Y1,ES,1975,76.5
YR,F,Y1,HU,1975,73.7
YR,F,Y1,IS,1975,78.8
YR,F,Y1,LT,1975,75.8
YR,F,Y1,LU,1975,74.3
YR,F,Y1,NO,1975,77.9
YR,F,Y1,PT,1975,73.7
YR,F,Y1,RO,1975,73.5
YR,F,Y1,SE,1975,77.6
YR,F,Y1,SK,1975,74.5
YR,F,Y1,AT,1974,75.2
YR,F,Y1,BE,1974,75.4
YR,F,Y1,BG,1974,74.2
YR,F,Y1,CH,1974,77.5
YR,F,Y1,CZ,1974,73.9
YR,F,Y1,DE_TOT,1974,74.9
YR,F,Y1,DK,1974,76.6
YR,F,Y1,EE,1974,75.3
YR,F,Y1,EL,1974,77.5
YR,F,Y1,HU,1974,73.8
YR,F,Y1,IS,1974,77.7
YR,F,Y1,LT,1974,75.9
YR,F,Y1,LU,1974,74.2
YR,F,Y1,NO,1974,77.7
YR,F,Y1,PT,1974,72.9
YR,F,Y1,RO,1974,73.4
YR,F,Y1,SE,1974,77.7
YR,F,Y1,SK,1974,74.2
YR,F,Y1,AT,1973,75.1
YR,F,Y1,BE,1973,75.1
YR,F,Y1,BG,1973,74.4
YR,F,Y1,CH,1973,77.0
YR,F,Y1,CZ,1973,74.0
YR,F,Y1,DE_TOT,1973,74.7
YR,F,Y1,EE,1973,74.7
YR,F,Y1,EL,1973,77.0
YR,F,Y1,HU,1973,73.8
YR,F,Y1,IS,1973,77.2
YR,F,Y1,LT,1973,75.8
YR,F,Y1,LU,1973,74.3
YR,F,Y1,NO,1973,77.5
YR,F,Y1,PT,1973,72.6
YR,F,Y1,RO,1973,72.5
YR,F,Y1,SE,1973,77.5
YR,F,Y1,SK,1973,74.1
YR,F,Y1,AT,1972,74.7
YR,F,Y1,BE,1972,75.0
YR,F,Y1,BG,1972,73.8
YR,F,Y1,CH,1972,76.7
YR,F,Y1,CZ,1972,74.1
YR,F,Y1,DE_TOT,1972,74.5
YR,F,Y1,EE,1972,74.7
YR,F,Y1,EL,1972,76.9
YR,F,Y1,HU,1972,73.9
YR,F,Y1,IS,1972,76.7
YR,F,Y1,LT,1972,75.5
YR,F,Y1,LU,1972,73.9
YR,F,Y1,NO,1972,77.4
YR,F,Y1,PT,1972,73.2
YR,F,Y1,RO,1972,73.0
YR,F,Y1,SE,1972,77.3
YR,F,Y1,SK,1972,74.5
YR,F,Y1,AT,1971,74.3
YR,F,Y1,BE,1971,74.7
YR,F,Y1,BG,1971,73.8
YR,F,Y1,CH,1971,76.2
YR,F,Y1,CZ,1971,73.7
YR,F,Y1,DE_TOT,1971,74.2
YR,F,Y1,EE,1971,74.9
YR,F,Y1,EL,1971,77.0
YR,F,Y1,HU,1971,73.4
YR,F,Y1,IS,1971,76.4
YR,F,Y1,LT,1971,76.1
YR,F,Y1,LU,1971,73.5
YR,F,Y1,NO,1971,77.2
YR,F,Y1,PT,1971,72.3
YR,F,Y1,RO,1971,72.6
YR,F,Y1,SE,1971,77.3
YR,F,Y1,SK,1971,73.8
YR,F,Y1,AT,1970,74.1
YR,F,Y1,BE,1970,74.6
YR,F,Y1,BG,1970,74.2
YR,F,Y1,CH,1970,76.2
YR,F,Y1,CZ,1970,73.4
YR,F,Y1,DE_TOT,1970,74.0
YR,F,Y1,EE,1970,74.6
YR,F,Y1,EL,1970,77.0
YR,F,Y1,HU,1970,73.5
YR,F,Y1,IS,1970,77.0
YR,F,Y1,LT,1970,75.3
YR,F,Y1,LU,1970,73.6
YR,F,Y1,NO,1970,77.2
YR,F,Y1,PT,1970,72.9
YR,F,Y1,RO,1970,72.5
YR,F,Y1,SE,1970,77.1
YR,F,Y1,SK,1970,73.7
YR,F,Y1,BE,1969,74.4
YR,F,Y1,BG,1969,73.7
YR,F,Y1,CH,1969,75.8
YR,F,Y1,CZ,1969,73.6
YR,F,Y1,DE_TOT,1969,73.7
YR,F,Y1,EE,1969,74.5
YR,F,Y1,EL,1969,76.2
YR,F,Y1,HU,1969,73.5
YR,F,Y1,IS,1969,76.1
YR,F,Y1,LU,1969,73.5
YR,F,Y1,NO,1969,76.7
YR,F,Y1,PT,1969,72.0
YR,F,Y1,RO,1969,72.1
YR,F,Y1,SE,1969,76.4
YR,F,Y1,SK,1969,74.0
YR,F,Y1,BE,1968,74.3
YR,F,Y1,BG,1968,74.4
YR,F,Y1,CH,1968,75.7
YR,F,Y1,CZ,1968,73.9
YR,F,Y1,DE_TOT,1968,73.8
YR,F,Y1,EE,1968,74.8
YR,F,Y1,EL,1968,75.8
YR,F,Y1,HU,1968,73.3
YR,F,Y1,IS,1968,76.1
YR,F,Y1,LU,1968,73.7
YR,F,Y1,NO,1968,76.8
YR,F,Y1,PT,1968,72.6
YR,F,Y1,RO,1968,73.0
YR,F,Y1,SE,1968,76.3
YR,F,Y1,SK,1968,74.1
YR,F,Y1,BE,1967,74.7
YR,F,Y1,BG,1967,73.8
YR,F,Y1,CH,1967,75.9
YR,F,Y1,CZ,1967,74.2
YR,F,Y1,DE_TOT,1967,74.2
YR,F,Y1,EE,1967,75.1
YR,F,Y1,EL,1967,75.7
YR,F,Y1,HU,1967,73.6
YR,F,Y1,IS,1967,76.6
YR,F,Y1,NO,1967,77.0
YR,F,Y1,PT,1967,72.3
YR,F,Y1,SK,1967,74.6
YR,F,Y1,BE,1966,74.4
YR,F,Y1,BG,1966,74.3
YR,F,Y1,CH,1966,75.4
YR,F,Y1,CZ,1966,74.2
YR,F,Y1,DE_TOT,1966,74.0
YR,F,Y1,EE,1966,74.6
YR,F,Y1,EL,1966,76.0
YR,F,Y1,HU,1966,73.9
YR,F,Y1,IS,1966,76.1
YR,F,Y1,NO,1966,76.7
YR,F,Y1,PT,1966,71.7
YR,F,Y1,SK,1966,74.1
YR,F,Y1,BE,1965,74.3
YR,F,Y1,BG,1965,74.3
YR,F,Y1,CH,1965,75.3
YR,F,Y1,CZ,1965,74.0
YR,F,Y1,DE_TOT,1965,73.9
YR,F,Y1,EE,1965,74.6
YR,F,Y1,EL,1965,75.7
YR,F,Y1,HU,1965,73.1
YR,F,Y1,IS,1965,76.6
YR,F,Y1,NO,1965,76.7
YR,F,Y1,PT,1965,72.2
YR,F,Y1,SK,1965,73.8
YR,F,Y1,BE,1964,74.6
YR,F,Y1,BG,1964,74.5
YR,F,Y1,CH,1964,75.4
YR,F,Y1,CZ,1964,74.0
YR,F,Y1,DE_TOT,1964,74.1
YR,F,Y1,EE,1964,75.0
YR,F,Y1,EL,1964,75.3
YR,F,Y1,HU,1964,73.5
YR,F,Y1,IS,1964,76.6
YR,F,Y1,NO,1964,76.3
YR,F,Y1,PT,1964,71.6
YR,F,Y1,SK,1964,74.4
YR,F,Y1,BE,1963,73.9
YR,F,Y1,BG,1963,73.6
YR,F,Y1,CH,1963,74.6
YR,F,Y1,CZ,1963,73.9
YR,F,Y1,DE_TOT,1963,73.6
YR,F,Y1,EE,1963,74.3
YR,F,Y1,EL,1963,75.5
YR,F,Y1,HU,1963,73.2
YR,F,Y1,IS,1963,76.5
YR,F,Y1,NO,1963,75.6
YR,F,Y1,PT,1963,71.5
YR,F,Y1,SK,1963,74.1
YR,F,Y1,BE,1962,74.0
YR,F,Y1,BG,1962,73.0
YR,F,Y1,CH,1962,74.6
YR,F,Y1,CZ,1962,73.3
YR,F,Y1,DE_TOT,1962,73.6
YR,F,Y1,EE,1962,73.8
YR,F,Y1,EL,1962,75.2
YR,F,Y1,HU,1962,72.2
YR,F,Y1,IS,1962,76.2
YR,F,Y1,NO,1962,76.2
YR,F,Y1,PT,1962,71.4
YR,F,Y1,SK,1962,73.4
YR,F,Y1,BE,1961,74.5
YR,F,Y1,BG,1961,73.8
YR,F,Y1,CH,1961,75.0
YR,F,Y1,CZ,1961,73.8
YR,F,Y1,DE_TOT,1961,73.5
YR,F,Y1,EE,1961,74.0
YR,F,Y1,EL,1961,75.5
YR,F,Y1,HU,1961,73.1
YR,F,Y1,IS,1961,76.3
YR,F,Y1,NO,1961,76.2
YR,F,Y1,PT,1961,70.5
YR,F,Y1,SK,1961,74.0
YR,F,Y1,BE,1960,73.7
YR,F,Y1,BG,1960,73.2
YR,F,Y1,CH,1960,74.5
YR,F,Y1,CZ,1960,73.7
YR,F,Y1,DE_TOT,1960,73.0
YR,F,Y1,EE,1960,74.0
YR,F,Y1,HU,1960,72.2
YR,F,Y1,NO,1960,76.1
YR,F,Y1,PT,1960,71.2
YR,F,Y1,SK,1960,73.6
